suite,query,plan,plan_kind,source_file,repetition,execution_order,seconds,status,error
job,2d,rewrite1,rewrite,job-2d/rewrite1.sql,8,316,2.599000000,ok,
job,22d,rewrite5,rewrite,job-22d/rewrite5.sql,8,317,7.614000000,ok,
lsqb,q1,rewrite7,rewrite,lsqb-q1/rewrite7.sql,8,318,1.196000000,ok,
job,15d,rewrite8,rewrite,job-15d/rewrite8.sql,8,319,3.647000000,ok,
job,17a,rewrite2,rewrite,job-17a/rewrite2.sql,8,320,3.285000000,ok,
job,22d,rewrite3,rewrite,job-22d/rewrite3.sql,8,321,5.228000000,ok,
job,15d,rewrite2,rewrite,job-15d/rewrite2.sql,8,322,4.627000000,ok,
job,15d,rewrite6,rewrite,job-15d/rewrite6.sql,8,323,2.767000000,ok,
job,2d,rewrite2,rewrite,job-2d/rewrite2.sql,8,324,1.834000000,ok,
lsqb,q1,rewrite6,rewrite,lsqb-q1/rewrite6.sql,8,325,1.074000000,ok,
job,2d,rewrite3,rewrite,job-2d/rewrite3.sql,8,326,1.232000000,ok,
job,22d,rewrite1,rewrite,job-22d/rewrite1.sql,8,327,4.316000000,ok,
job,17a,query,original,job-17a/query.sql,8,328,5.647000000,ok,
lsqb,q1,rewrite3,rewrite,lsqb-q1/rewrite3.sql,8,329,1.021000000,ok,
job,2d,query,original,job-2d/query.sql,8,330,1.304000000,ok,
lsqb,q1,query,original,lsqb-q1/query.sql,8,331,4.755000000,ok,
job,17a,rewrite8,rewrite,job-17a/rewrite8.sql,8,332,3.932000000,ok,
job,15d,rewrite7,rewrite,job-15d/rewrite7.sql,8,333,2.288000000,ok,
job,15d,rewrite3,rewrite,job-15d/rewrite3.sql,8,334,2.893000000,ok,
job,15d,rewrite4,rewrite,job-15d/rewrite4.sql,8,335,8.056000000,ok,
job,22d,rewrite7,rewrite,job-22d/rewrite7.sql,8,336,15.678000000,ok,
lsqb,q1,rewrite4,rewrite,lsqb-q1/rewrite4.sql,9,337,1.481000000,ok,
job,22d,query,original,job-22d/query.sql,9,338,9.263000000,ok,
job,15d,rewrite7,rewrite,job-15d/rewrite7.sql,9,339,2.154000000,ok,
job,17a,rewrite3,rewrite,job-17a/rewrite3.sql,9,340,3.983000000,ok,
job,2d,query,original,job-2d/query.sql,9,341,1.160000000,ok,
job,22d,rewrite5,rewrite,job-22d/rewrite5.sql,9,342,6.879000000,ok,
job,2d,rewrite5,rewrite,job-2d/rewrite5.sql,9,343,9.484000000,ok,
job,15d,query,original,job-15d/query.sql,9,344,5.468000000,ok,
job,22d,rewrite1,rewrite,job-22d/rewrite1.sql,9,345,4.661000000,ok,
job,22d,rewrite8,rewrite,job-22d/rewrite8.sql,9,346,9.672000000,ok,
job,17a,rewrite6,rewrite,job-17a/rewrite6.sql,9,347,4.812000000,ok,
job,17a,rewrite2,rewrite,job-17a/rewrite2.sql,9,348,4.284000000,ok,
lsqb,q1,rewrite7,rewrite,lsqb-q1/rewrite7.sql,9,349,1.171000000,ok,
job,2d,rewrite4,rewrite,job-2d/rewrite4.sql,9,350,7.440000000,ok,
job,17a,rewrite5,rewrite,job-17a/rewrite5.sql,9,351,4.323000000,ok,
job,15d,rewrite4,rewrite,job-15d/rewrite4.sql,9,352,7.777000000,ok,
job,15d,rewrite2,rewrite,job-15d/rewrite2.sql,9,353,4.282000000,ok,
job,17a,rewrite8,rewrite,job-17a/rewrite8.sql,9,354,4.197000000,ok,
job,22d,rewrite2,rewrite,job-22d/rewrite2.sql,9,355,4.264000000,ok,
job,2d,rewrite3,rewrite,job-2d/rewrite3.sql,9,356,1.359000000,ok,
job,17a,rewrite1,rewrite,job-17a/rewrite1.sql,9,357,6.390000000,ok,
job,17a,query,original,job-17a/query.sql,9,358,7.142000000,ok,
job,22d,rewrite4,rewrite,job-22d/rewrite4.sql,9,359,4.739000000,ok,
job,2d,rewrite2,rewrite,job-2d/rewrite2.sql,9,360,1.671000000,ok,
lsqb,q1,rewrite6,rewrite,lsqb-q1/rewrite6.sql,9,361,1.152000000,ok,
job,17a,rewrite4,rewrite,job-17a/rewrite4.sql,9,362,6.551000000,ok,
job,15d,rewrite1,rewrite,job-15d/rewrite1.sql,9,363,2.667000000,ok,
job,22d,rewrite6,rewrite,job-22d/rewrite6.sql,9,364,7.867000000,ok,
lsqb,q1,rewrite5,rewrite,lsqb-q1/rewrite5.sql,9,365,1.620000000,ok,
lsqb,q1,rewrite8,rewrite,lsqb-q1/rewrite8.sql,9,366,1.067000000,ok,
job,2d,rewrite1,rewrite,job-2d/rewrite1.sql,9,367,2.491000000,ok,
lsqb,q1,rewrite2,rewrite,lsqb-q1/rewrite2.sql,9,368,1.603000000,ok,
job,15d,rewrite3,rewrite,job-15d/rewrite3.sql,9,369,2.857000000,ok,
job,22d,rewrite3,rewrite,job-22d/rewrite3.sql,9,370,4.782000000,ok,
job,17a,rewrite7,rewrite,job-17a/rewrite7.sql,9,371,4.523000000,ok,
job,2d,rewrite6,rewrite,job-2d/rewrite6.sql,9,372,1.190000000,ok,
job,15d,rewrite6,rewrite,job-15d/rewrite6.sql,9,373,2.721000000,ok,
lsqb,q1,query,original,lsqb-q1/query.sql,9,374,4.741000000,ok,
lsqb,q1,rewrite3,rewrite,lsqb-q1/rewrite3.sql,9,375,0.806000000,ok,
job,15d,rewrite5,rewrite,job-15d/rewrite5.sql,9,376,5.565000000,ok,
job,15d,rewrite8,rewrite,job-15d/rewrite8.sql,9,377,3.594000000,ok,
job,22d,rewrite7,rewrite,job-22d/rewrite7.sql,9,378,14.555000000,ok,
job,22d,rewrite2,rewrite,job-22d/rewrite2.sql,10,379,4.443000000,ok,
job,17a,rewrite2,rewrite,job-17a/rewrite2.sql,10,380,3.263000000,ok,
lsqb,q1,rewrite3,rewrite,lsqb-q1/rewrite3.sql,10,381,1.115000000,ok,
lsqb,q1,rewrite6,rewrite,lsqb-q1/rewrite6.sql,10,382,1.076000000,ok,
job,15d,rewrite8,rewrite,job-15d/rewrite8.sql,10,383,3.584000000,ok,
lsqb,q1,query,original,lsqb-q1/query.sql,10,384,4.837000000,ok,
job,22d,query,original,job-22d/query.sql,10,385,9.713000000,ok,
lsqb,q1,rewrite5,rewrite,lsqb-q1/rewrite5.sql,10,386,1.270000000,ok,
job,17a,rewrite3,rewrite,job-17a/rewrite3.sql,10,387,3.942000000,ok,
job,22d,rewrite6,rewrite,job-22d/rewrite6.sql,10,388,7.646000000,ok,
job,2d,rewrite6,rewrite,job-2d/rewrite6.sql,10,389,1.197000000,ok,
lsqb,q1,rewrite4,rewrite,lsqb-q1/rewrite4.sql,10,390,1.594000000,ok,
job,17a,query,original,job-17a/query.sql,10,391,7.079000000,ok,
job,17a,rewrite4,rewrite,job-17a/rewrite4.sql,10,392,6.353000000,ok,
job,15d,query,original,job-15d/query.sql,10,393,5.137000000,ok,
job,22d,rewrite5,rewrite,job-22d/rewrite5.sql,10,394,7.848000000,ok,
job,15d,rewrite6,rewrite,job-15d/rewrite6.sql,10,395,2.723000000,ok,
job,17a,rewrite1,rewrite,job-17a/rewrite1.sql,10,396,6.682000000,ok,
job,15d,rewrite4,rewrite,job-15d/rewrite4.sql,10,397,8.312000000,ok,
job,17a,rewrite6,rewrite,job-17a/rewrite6.sql,10,398,5.837000000,ok,
job,2d,rewrite1,rewrite,job-2d/rewrite1.sql,10,399,2.427000000,ok,
job,15d,rewrite1,rewrite,job-15d/rewrite1.sql,10,400,2.970000000,ok,
job,2d,rewrite4,rewrite,job-2d/rewrite4.sql,10,401,7.609000000,ok,
job,2d,rewrite2,rewrite,job-2d/rewrite2.sql,10,402,1.831000000,ok,
lsqb,q1,rewrite8,rewrite,lsqb-q1/rewrite8.sql,10,403,1.032000000,ok,
job,17a,rewrite7,rewrite,job-17a/rewrite7.sql,10,404,4.786000000,ok,
job,15d,rewrite3,rewrite,job-15d/rewrite3.sql,10,405,2.908000000,ok,
job,17a,rewrite5,rewrite,job-17a/rewrite5.sql,10,406,3.642000000,ok,
job,15d,rewrite5,rewrite,job-15d/rewrite5.sql,10,407,4.661000000,ok,
job,22d,rewrite1,rewrite,job-22d/rewrite1.sql,10,408,4.346000000,ok,
lsqb,q1,rewrite2,rewrite,lsqb-q1/rewrite2.sql,10,409,1.640000000,ok,
job,22d,rewrite8,rewrite,job-22d/rewrite8.sql,10,410,9.592000000,ok,
job,15d,rewrite2,rewrite,job-15d/rewrite2.sql,10,411,4.911000000,ok,
job,22d,rewrite7,rewrite,job-22d/rewrite7.sql,10,412,15.528000000,ok,
job,15d,rewrite7,rewrite,job-15d/rewrite7.sql,10,413,2.083000000,ok,
lsqb,q1,rewrite7,rewrite,lsqb-q1/rewrite7.sql,10,414,1.052000000,ok,
job,22d,rewrite3,rewrite,job-22d/rewrite3.sql,10,415,5.118000000,ok,
job,2d,rewrite3,rewrite,job-2d/rewrite3.sql,10,416,1.368000000,ok,
job,2d,query,original,job-2d/query.sql,10,417,1.339000000,ok,
job,17a,rewrite8,rewrite,job-17a/rewrite8.sql,10,418,4.493000000,ok,
job,22d,rewrite4,rewrite,job-22d/rewrite4.sql,10,419,4.949000000,ok,
job,2d,rewrite5,rewrite,job-2d/rewrite5.sql,10,420,7.304000000,ok,
